"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.851793830E-1,1.372918636E-1,-1.693622619E-1,-1.670715213E-1
7.872982370E-1,1.201876476E-1,-1.571449637E-1,-1.646280587E-1
7.894170400E-1,1.079703495E-1,-1.473711282E-1,-1.597411335E-1
7.915358940E-1,9.330959618E-2,-1.388190240E-1,-1.548542231E-1
7.936547480E-1,8.353576064E-2,-1.339320987E-1,-1.499672979E-1
7.957736020E-1,7.009673119E-2,-1.302669197E-1,-1.438586563E-1
7.978924560E-1,5.910116807E-2,-1.266017258E-1,-1.365282834E-1
8.000112580E-1,5.054906011E-2,-1.217148080E-1,-1.291978955E-1
8.021301120E-1,4.199695215E-2,-1.180496216E-1,-1.218675226E-1
8.042489670E-1,3.466657549E-2,-1.168278903E-1,-1.145371497E-1
8.063677690E-1,2.977965772E-2,-1.143844277E-1,-1.059850380E-1
8.084866230E-1,2.367101051E-2,-1.143844277E-1,-9.865466505E-2
8.106054770E-1,1.756236330E-2,-1.131627038E-1,-9.254601598E-2
8.127243310E-1,1.634063199E-2,-1.143844277E-1,-8.399390429E-2
8.148431850E-1,1.389717404E-2,-1.131627038E-1,-7.788526267E-2
8.169619870E-1,1.267544460E-2,-1.168278903E-1,-7.177661359E-2
8.190808420E-1,1.389717404E-2,-1.217148080E-1,-6.688969582E-2
8.211996960E-1,1.756236330E-2,-1.253799945E-1,-6.200277433E-2
8.233185500E-1,2.122755162E-2,-1.314886510E-1,-5.589412898E-2
8.254373520E-1,2.489273995E-2,-1.388190240E-1,-5.222893879E-2
8.275562060E-1,2.855792828E-2,-1.424842030E-1,-4.856374860E-2
8.296750600E-1,3.344484791E-2,-1.449276656E-1,-4.612028971E-2
8.317939150E-1,4.077522457E-2,-1.485928595E-1,-4.489856213E-2
8.339127690E-1,4.810560122E-2,-1.510363221E-1,-4.612028971E-2
8.360315710E-1,5.543597788E-2,-1.498145908E-1,-4.367683083E-2
8.381504250E-1,6.398808211E-2,-1.522580534E-1,-4.367683083E-2
8.402692790E-1,7.254019380E-2,-1.498145908E-1,-4.489856213E-2
8.423880810E-1,7.864884287E-2,-1.461493969E-1,-4.612028971E-2
8.445069350E-1,8.842267841E-2,-1.412624866E-1,-4.856374860E-2
8.466257900E-1,9.819651395E-2,-1.363755614E-1,-4.856374860E-2
8.487446440E-1,1.067486182E-1,-1.339320987E-1,-4.978547990E-2
8.508634980E-1,1.165224537E-1,-1.278234571E-1,-5.100720748E-2
8.529823000E-1,1.262962967E-1,-1.253799945E-1,-5.222893879E-2
8.551011540E-1,1.372918636E-1,-1.229365394E-1,-5.222893879E-2
8.572200080E-1,1.446222365E-1,-1.168278903E-1,-5.100720748E-2
8.593388620E-1,1.507308781E-1,-1.156061590E-1,-4.978547990E-2
8.614576650E-1,1.568395346E-1,-1.119409725E-1,-4.978547990E-2
8.635765190E-1,1.605047137E-1,-1.094975099E-1,-4.856374860E-2
8.656953730E-1,1.617264450E-1,-1.046105921E-1,-4.612028971E-2
8.678142270E-1,1.617264450E-1,-1.009454057E-1,-4.489856213E-2
8.699330290E-1,1.641699076E-1,-9.605848789E-2,-4.489856213E-2
8.720518830E-1,1.617264450E-1,-8.994983882E-2,-4.245510325E-2
8.741707370E-1,1.592829973E-1,-8.384118974E-2,-4.123337194E-2
8.762895920E-1,1.531743407E-1,-7.773254067E-2,-3.756818548E-2
8.784084460E-1,1.495091617E-1,-6.795870513E-2,-3.390299529E-2
8.805272480E-1,1.434005052E-1,-6.185005978E-2,-2.901607752E-2
8.826461020E-1,1.336266696E-1,-4.841103405E-2,-2.412915789E-2
8.847649560E-1,1.287397593E-1,-3.619373962E-2,-1.924224012E-2
8.868838100E-1,1.201876476E-1,-2.519817278E-2,-1.313359290E-2
8.890026120E-1,1.128572673E-1,-1.175914705E-2,-7.024944760E-3
8.911214670E-1,1.018617004E-1,1.679878100E-3,3.054323897E-4
8.932403210E-1,9.208786488E-2,1.511890348E-2,6.414080039E-3
8.953591750E-1,8.597921580E-2,2.855792828E-2,1.496618707E-2
8.974780290E-1,7.498364896E-2,4.321868345E-2,2.107483521E-2
8.995968310E-1,6.643154472E-2,5.787943676E-2,2.840521187E-2
9.017156850E-1,5.787943676E-2,7.009673119E-2,3.573558852E-2
9.038345400E-1,5.177079141E-2,8.231402934E-2,4.184423760E-2
9.059533940E-1,4.199695215E-2,9.330959618E-2,4.917461425E-2
9.080721960E-1,3.833176568E-2,1.055268943E-1,5.283980444E-2
9.101910500E-1,3.344484791E-2,1.153007299E-1,5.650499091E-2
9.123099040E-1,2.611446939E-2,1.238528341E-1,6.017018110E-2
9.144287580E-1,2.367101051E-2,1.299614757E-1,6.261363626E-2
9.165475600E-1,1.878409274E-2,1.348484010E-1,6.383536756E-2
9.186664150E-1,1.634063199E-2,1.397353113E-1,6.383536756E-2
9.207852690E-1,1.389717404E-2,1.446222365E-1,6.505709887E-2
9.229041230E-1,9.010255337E-3,1.446222365E-1,6.627883017E-2
9.250229770E-1,9.010255337E-3,1.470656991E-1,6.627883017E-2
9.271417790E-1,6.566796452E-3,1.470656991E-1,6.627883017E-2
9.292606330E-1,6.566796452E-3,1.446222365E-1,6.750056148E-2
9.313794870E-1,5.345067009E-3,1.470656991E-1,6.750056148E-2
9.334983420E-1,6.566796452E-3,1.458439678E-1,6.750056148E-2
9.356171440E-1,6.566796452E-3,1.446222365E-1,6.994401664E-2
9.377359980E-1,7.788525894E-3,1.434005052E-1,6.872228533E-2
9.398548520E-1,7.788525894E-3,1.409570426E-1,7.238747925E-2
9.419737060E-1,7.788525894E-3,1.385135949E-1,7.360920310E-2
9.440925080E-1,9.010255337E-3,1.336266696E-1,7.483093441E-2
9.462113620E-1,9.010255337E-3,1.287397593E-1,7.727439702E-2
9.483302170E-1,1.023198478E-2,1.238528341E-1,7.971785218E-2
9.504490710E-1,1.389717404E-2,1.153007299E-1,8.093958348E-2
9.525679250E-1,1.634063199E-2,1.116355360E-1,8.338304609E-2
9.546867270E-1,1.756236330E-2,1.043051630E-1,8.704823256E-2
9.568055810E-1,2.000582218E-2,9.941824526E-2,8.826996386E-2
9.589244350E-1,2.122755162E-2,9.575305134E-2,9.193515033E-2
9.610432900E-1,2.611446939E-2,8.842267841E-2,9.437860548E-2
9.631620920E-1,3.100138716E-2,7.742711157E-2,9.804379940E-2
9.652809460E-1,3.344484791E-2,7.009673119E-2,9.804379940E-2
9.673998000E-1,3.833176568E-2,6.154462695E-2,1.004872546E-1
9.695186540E-1,3.955349326E-2,4.932733253E-2,1.004872546E-1
9.716374560E-1,4.566214234E-2,3.588830680E-2,1.017089859E-1
9.737563100E-1,5.054906011E-2,2.244928107E-2,1.041524485E-1
9.758751650E-1,5.543597788E-2,9.010255337E-3,1.041524485E-1
9.779940190E-1,6.154462695E-2,-9.315688163E-3,1.041524485E-1
9.801128210E-1,6.520981342E-2,-2.519817278E-2,1.065959036E-1
9.822316750E-1,7.254019380E-2,-4.230238497E-2,1.078176349E-1
9.843505290E-1,7.742711157E-2,-5.940660089E-2,1.102610901E-1
9.864693830E-1,8.475748450E-2,-7.528908551E-2,1.127045527E-1
9.885882370E-1,8.964440972E-2,-9.239330143E-2,1.163697392E-1
9.907070400E-1,9.453132749E-2,-1.082757786E-1,1.175914705E-1
9.928258940E-1,1.006399691E-1,-1.253799945E-1,1.200349256E-1
9.949447480E-1,1.030834317E-1,-1.424842030E-1,1.249218509E-1
9.970636020E-1,1.067486182E-1,-1.595884264E-1,1.285870373E-1
9.991824040E-1,1.079703495E-1,-1.742491722E-1,1.334739476E-1
1.001301258E0,1.079703495E-1,-1.925751269E-1,1.395826042E-1
1.003420112E0,1.091920808E-1,-2.084576041E-1,1.469129771E-1
1.005538967E0,1.116355360E-1,-2.243400961E-1,1.530216336E-1
1.007657769E0,1.116355360E-1,-2.377791107E-1,1.591302752E-1
1.009776623E0,1.116355360E-1,-2.524398565E-1,1.664606482E-1
1.011895477E0,1.091920808E-1,-2.646571696E-1,1.750127524E-1
1.014014331E0,1.104138121E-1,-2.756527364E-1,1.823431402E-1
1.016133133E0,1.104138121E-1,-2.890917659E-1,1.896735132E-1
1.018251987E0,1.104138121E-1,-2.976438701E-1,1.957821548E-1
1.020370842E0,1.116355360E-1,-3.074176908E-1,2.018908113E-1
1.022489696E0,1.116355360E-1,-3.159697950E-1,2.104429156E-1
1.024608550E0,1.128572673E-1,-3.257436454E-1,2.165515572E-1
1.026727352E0,1.140789986E-1,-3.355174661E-1,2.226602137E-1
1.028846206E0,1.140789986E-1,-3.428478539E-1,2.275471240E-1
1.030965060E0,1.189659163E-1,-3.501782417E-1,2.324340492E-1
1.033083915E0,1.189659163E-1,-3.599520624E-1,2.348775119E-1
1.035202717E0,1.226311028E-1,-3.660607338E-1,2.385426909E-1
1.037321571E0,1.250745654E-1,-3.709476292E-1,2.409861535E-1
1.039440425E0,1.262962967E-1,-3.758345544E-1,2.422078848E-1
1.041559279E0,1.311832070E-1,-3.807214797E-1,2.422078848E-1
1.043678081E0,1.299614757E-1,-3.843866587E-1,2.422078848E-1
1.045796935E0,1.348484010E-1,-3.880518377E-1,2.409861535E-1
1.047915790E0,1.336266696E-1,-3.892735839E-1,2.360992432E-1
1.050034644E0,1.336266696E-1,-3.904953003E-1,2.324340492E-1
1.052153446E0,1.299614757E-1,-3.929387629E-1,2.275471240E-1
1.054272300E0,1.262962967E-1,-3.953822255E-1,2.226602137E-1
1.056391154E0,1.226311028E-1,-3.929387629E-1,2.177732885E-1
1.058510008E0,1.153007299E-1,-3.892735839E-1,2.141081095E-1
1.060628862E0,1.079703495E-1,-3.856084049E-1,2.116646469E-1
1.062747717E0,9.941824526E-2,-3.770562708E-1,2.079994529E-1
1.064866519E0,9.208786488E-2,-3.660607338E-1,2.055560052E-1
1.066985373E0,8.109229803E-2,-3.538434207E-1,2.031125426E-1
1.069104227E0,7.131846249E-2,-3.391826749E-1,2.006690800E-1
1.071223081E0,6.154462695E-2,-3.220784664E-1,2.006690800E-1
1.073341883E0,4.932733253E-2,-3.037525117E-1,1.994473487E-1
1.075460737E0,3.466657549E-2,-2.842048407E-1,1.982256174E-1
1.077579540E0,2.122755162E-2,-2.622137070E-1,1.970038861E-1
1.079698446E0,6.566796452E-3,-2.414443046E-1,1.970038861E-1
1.081817248E0,-6.872228812E-3,-2.182314396E-1,1.970038861E-1
1.083936102E0,-2.397644334E-2,-1.925751269E-1,1.970038861E-1
1.086054956E0,-3.863719851E-2,-1.681405306E-1,1.957821548E-1
1.088173810E0,-5.451968312E-2,-1.412624866E-1,1.957821548E-1
1.090292612E0,-7.040216774E-2,-1.131627038E-1,1.957821548E-1
1.092411467E0,-8.628465235E-2,-8.872810751E-2,1.957821548E-1
1.094530321E0,-1.009454057E-1,-5.818486959E-2,1.957821548E-1
1.096649175E0,-1.204930767E-1,-3.008509055E-2,1.933387071E-1
1.098768029E0,-1.363755614E-1,4.581485991E-4,1.921169758E-1
1.100886831E0,-1.510363221E-1,2.733619884E-2,1.921169758E-1
1.103005685E0,-1.669187993E-1,5.543597788E-2,1.921169758E-1
1.105124540E0,-1.791360974E-1,8.109229803E-2,1.933387071E-1
1.107243394E0,-1.925751269E-1,1.079703495E-1,1.921169758E-1
1.109362196E0,-2.035706937E-1,1.336266696E-1,1.908952445E-1
1.111481050E0,-2.121227980E-1,1.580612659E-1,1.908952445E-1
1.113599904E0,-2.206749022E-1,1.776089370E-1,1.908952445E-1
1.115718758E0,-2.292270064E-1,1.983783394E-1,1.921169758E-1
1.117837612E0,-2.341139317E-1,2.154825479E-1,1.908952445E-1
1.119956415E0,-2.390008420E-1,2.313650399E-1,1.908952445E-1
1.122075269E0,-2.426660359E-1,2.460257858E-1,1.884517819E-1
1.124194123E0,-2.438877672E-1,2.557996213E-1,1.872300506E-1
1.126312977E0,-2.451094985E-1,2.667951882E-1,1.860083193E-1
1.128431779E0,-2.438877672E-1,2.716821134E-1,1.847866029E-1
1.130550633E0,-2.438877672E-1,2.777907550E-1,1.835648715E-1
1.132669487E0,-2.402225733E-1,2.790125012E-1,1.811214089E-1
1.134788342E0,-2.390008420E-1,2.777907550E-1,1.798996776E-1
1.136907196E0,-2.365573794E-1,2.765690386E-1,1.786779463E-1
1.139025998E0,-2.316704690E-1,2.692386508E-1,1.774562150E-1
1.141144852E0,-2.280052751E-1,2.655734718E-1,1.750127524E-1
1.143263706E0,-2.206749022E-1,2.557996213E-1,1.750127524E-1
1.145382560E0,-2.157879770E-1,2.460257858E-1,1.737910360E-1
1.147501362E0,-2.084576041E-1,2.386954129E-1,1.737910360E-1
1.149620217E0,-1.999054998E-1,2.276998460E-1,1.737910360E-1
1.151739071E0,-1.901316643E-1,2.179260105E-1,1.750127524E-1
1.153857925E0,-1.791360974E-1,2.093739063E-1,1.774562150E-1
1.155976727E0,-1.693622619E-1,1.996000707E-1,1.798996776E-1
1.158095581E0,-1.595884264E-1,1.886045039E-1,1.811214089E-1
1.160214435E0,-1.498145908E-1,1.776089370E-1,1.835648715E-1
1.162333290E0,-1.424842030E-1,1.702785641E-1,1.847866029E-1
1.164452092E0,-1.278234571E-1,1.605047137E-1,1.872300506E-1
1.166570946E0,-1.217148080E-1,1.531743407E-1,1.896735132E-1
1.168689800E0,-1.107192412E-1,1.434005052E-1,1.921169758E-1
1.170808654E0,-1.009454057E-1,1.360701323E-1,1.933387071E-1
1.172927508E0,-9.117157012E-2,1.275180280E-1,1.945604384E-1
1.175046310E0,-8.261945844E-2,1.201876476E-1,1.945604384E-1
1.177165165E0,-7.284562290E-2,1.116355360E-1,1.933387071E-1
1.179284019E0,-6.551524997E-2,1.030834317E-1,1.896735132E-1
1.181402873E0,-5.574141070E-2,9.575305134E-2,1.872300506E-1
1.183521727E0,-4.596757516E-2,8.842267841E-2,1.847866029E-1
1.185640529E0,-3.741546720E-2,7.987056673E-2,1.811214089E-1
1.187759383E0,-2.886336111E-2,7.498364896E-2,1.750127524E-1
1.189878237E0,-2.031125315E-2,6.643154472E-2,1.689041108E-1
1.191997092E0,-1.175914705E-2,5.787943676E-2,1.615737379E-1
1.194115894E0,-3.207040019E-3,4.932733253E-2,1.554650813E-1
1.196234748E0,4.123337101E-3,4.321868345E-2,1.481347084E-1
1.198353602E0,1.267544460E-2,3.711003438E-2,1.395826042E-1
1.200472456E0,2.244928107E-2,2.977965772E-2,1.298087686E-1
1.202591310E0,3.100138716E-2,2.489273995E-2,1.212566569E-1
1.204710112E0,3.833176568E-2,1.878409274E-2,1.114828214E-1
1.206828967E0,4.688387364E-2,1.511890348E-2,1.029307172E-1
1.208947821E0,5.421425030E-2,7.788525894E-3,9.437860548E-2
1.211066675E0,5.910116807E-2,4.123337101E-3,8.582650125E-2
1.213185477E0,6.520981342E-2,4.581485991E-4,7.605266571E-2
1.215304331E0,7.131846249E-2,-4.428769462E-3,6.872228533E-2
1.217423185E0,7.620538026E-2,-1.053741761E-2,5.894844979E-2
1.219542040E0,8.109229803E-2,-1.420260593E-2,5.161807314E-2
1.221660842E0,8.353576064E-2,-1.908952370E-2,4.428769648E-2
1.223779696E0,8.720094711E-2,-2.275471389E-2,3.573558852E-2
1.225898550E0,8.842267841E-2,-2.764163166E-2,2.962694131E-2
1.228017404E0,8.964440972E-2,-3.252854943E-2,2.351829410E-2
1.230136258E0,9.086613357E-2,-3.252854943E-2,1.740964688E-2
1.232255060E0,8.720094711E-2,-3.497200832E-2,1.252272818E-2
1.234373915E0,8.842267841E-2,-3.741546720E-2,8.857538924E-3
1.236492769E0,8.597921580E-2,-3.863719851E-2,6.414080039E-3
1.238611623E0,8.231402934E-2,-3.741546720E-2,1.527161920E-3
1.240730425E0,7.864884287E-2,-3.741546720E-2,-2.138026757E-3
1.242849279E0,7.498364896E-2,-3.619373962E-2,-4.581485875E-3
1.244968133E0,7.009673119E-2,-3.497200832E-2,-5.803215317E-3
1.247086987E0,6.276635826E-2,-3.130681813E-2,-5.803215317E-3
1.249205842E0,5.543597788E-2,-3.130681813E-2,-5.803215317E-3
1.251324644E0,4.688387364E-2,-2.764163166E-2,-7.024944760E-3
1.253443498E0,3.955349326E-2,-2.397644334E-2,-4.581485875E-3
1.255562352E0,3.222311661E-2,-2.153298259E-2,-3.359756200E-3
1.257681206E0,2.611446939E-2,-1.664606482E-2,-2.138026757E-3
1.259800008E0,1.634063199E-2,-1.298087649E-2,1.527161920E-3
1.261918862E0,9.010255337E-3,-1.053741761E-2,1.527161920E-3
1.264037717E0,4.581485991E-4,-5.650499370E-3,3.970621154E-3
1.266156571E0,-8.093958721E-3,1.679878100E-3,5.192350596E-3
1.268275425E0,-1.542433538E-2,6.566796452E-3,7.635809947E-3
1.270394227E0,-2.275471389E-2,1.389717404E-2,7.635809947E-3
1.272513081E0,-2.886336111E-2,1.878409274E-2,8.857538924E-3
1.274631935E0,-3.375028074E-2,2.611446939E-2,7.635809947E-3
1.276750790E0,-3.863719851E-2,3.344484791E-2,7.635809947E-3
1.278869592E0,-4.596757516E-2,3.955349326E-2,6.414080039E-3
1.280988446E0,-4.963276163E-2,4.444041103E-2,3.970621154E-3
1.283107300E0,-5.207622424E-2,4.932733253E-2,2.748891478E-3
1.285226154E0,-5.574141070E-2,5.543597788E-2,3.054323897E-4
1.287345008E0,-5.940660089E-2,5.910116807E-2,-9.162971983E-4
1.289463810E0,-6.307178736E-2,6.154462695E-2,-3.359756200E-3
1.291582665E0,-6.429351866E-2,6.520981342E-2,-4.581485875E-3
1.293701519E0,-6.551524997E-2,6.520981342E-2,-7.024944760E-3
1.295820373E0,-6.795870513E-2,6.643154472E-2,-1.069013402E-2
1.297939175E0,-6.918043643E-2,6.643154472E-2,-1.191186346E-2
1.300058029E0,-6.918043643E-2,6.643154472E-2,-1.191186346E-2
1.302176883E0,-6.918043643E-2,6.520981342E-2,-1.435532235E-2
1.304295737E0,-6.918043643E-2,6.276635826E-2,-1.435532235E-2
1.306414540E0,-7.040216774E-2,6.276635826E-2,-1.435532235E-2
1.308533394E0,-6.673697382E-2,6.032289565E-2,-1.557705179E-2
1.310652248E0,-6.551524997E-2,6.032289565E-2,-1.557705179E-2
1.312771102E0,-6.062832847E-2,5.665770918E-2,-1.557705179E-2
1.314889956E0,-5.696314201E-2,5.299251899E-2,-1.435532235E-2
1.317008758E0,-5.451968312E-2,4.932733253E-2,-1.313359290E-2
1.319127612E0,-4.963276163E-2,4.321868345E-2,-1.313359290E-2
1.321246467E0,-4.474584386E-2,3.833176568E-2,-1.069013402E-2
1.323365321E0,-4.108065739E-2,3.100138716E-2,-1.069013402E-2
1.325484175E0,-3.619373962E-2,2.367101051E-2,-9.468403645E-3
1.327602977E0,-3.375028074E-2,1.511890348E-2,-9.468403645E-3
1.329721831E0,-2.886336111E-2,7.788525894E-3,-9.468403645E-3
1.331840685E0,-2.519817278E-2,4.581485991E-4,-8.246674202E-3
1.333959540E0,-2.275471389E-2,-6.872228812E-3,-7.024944760E-3
1.336078394E0,-1.908952370E-2,-1.053741761E-2,-7.024944760E-3
1.338197196E0,-1.664606482E-2,-1.542433538E-2,-8.246674202E-3
1.340316050E0,-1.420260593E-2,-1.664606482E-2,-8.246674202E-3
1.342434904E0,-1.298087649E-2,-1.908952370E-2,-7.024944760E-3
1.344553758E0,-1.298087649E-2,-1.908952370E-2,-8.246674202E-3
1.346672560E0,-1.298087649E-2,-1.908952370E-2,-9.468403645E-3
1.348791415E0,-1.175914705E-2,-1.786779426E-2,-9.468403645E-3
1.350910269E0,-1.175914705E-2,-1.786779426E-2,-1.069013402E-2
1.353029123E0,-1.175914705E-2,-1.420260593E-2,-1.191186346E-2
1.355147925E0,-1.053741761E-2,-1.175914705E-2,-1.435532235E-2
1.357266779E0,-1.420260593E-2,-1.053741761E-2,-1.557705179E-2
1.359385633E0,-1.175914705E-2,-8.093958721E-3,-1.679878123E-2
1.361504487E0,-1.298087649E-2,-4.428769462E-3,-1.924224012E-2
1.363623342E0,-1.420260593E-2,-3.207040019E-3,-2.168569900E-2
1.365742144E0,-1.175914705E-2,-1.985310577E-3,-2.412915789E-2
1.367860998E0,-1.053741761E-2,-1.985310577E-3,-2.657261863E-2
1.369979852E0,-1.053741761E-2,1.679878100E-3,-2.779434808E-2
1.372098706E0,-9.315688163E-3,2.901607659E-3,-3.145953640E-2
1.374217508E0,-1.175914705E-2,4.123337101E-3,-3.268126398E-2
1.376336362E0,-1.053741761E-2,4.123337101E-3,-3.512472659E-2
1.378455217E0,-6.872228812E-3,6.566796452E-3,-3.878991306E-2
1.380574071E0,-5.650499370E-3,9.010255337E-3,-4.245510325E-2
1.382692873E0,-3.207040019E-3,1.389717404E-2,-4.489856213E-2
1.384811727E0,-3.207040019E-3,1.634063199E-2,-4.856374860E-2
1.386930581E0,-1.985310577E-3,2.000582218E-2,-5.100720748E-2
1.389049435E0,1.679878100E-3,2.489273995E-2,-5.467239767E-2
1.391168290E0,1.679878100E-3,2.611446939E-2,-5.711585656E-2
1.393287092E0,7.788525894E-3,2.855792828E-2,-6.078104675E-2
1.395405946E0,9.010255337E-3,2.611446939E-2,-6.444623321E-2
1.397524800E0,1.145371422E-2,2.489273995E-2,-6.566796452E-2
1.399643654E0,1.511890348E-2,1.878409274E-2,-6.688969582E-2
1.401762508E0,1.756236330E-2,1.267544460E-2,-6.688969582E-2
1.403881310E0,1.878409274E-2,9.010255337E-3,-6.933315098E-2
1.406000165E0,2.000582218E-2,2.901607659E-3,-6.933315098E-2
1.408119019E0,2.367101051E-2,4.581485991E-4,-6.811141968E-2
1.410237873E0,2.855792828E-2,-5.650499370E-3,-6.933315098E-2
1.412356675E0,3.100138716E-2,-8.093958721E-3,-6.566796452E-2
1.414475529E0,3.344484791E-2,-1.175914705E-2,-6.322450191E-2
1.416594383E0,3.711003438E-2,-1.420260593E-2,-5.955931544E-2
1.418713237E0,4.077522457E-2,-1.664606482E-2,-5.589412898E-2
1.420832092E0,4.444041103E-2,-1.908952370E-2,-5.100720748E-2
1.422950894E0,4.566214234E-2,-2.397644334E-2,-4.734202102E-2
1.425069748E0,5.177079141E-2,-2.641990222E-2,-4.245510325E-2
1.427188602E0,5.910116807E-2,-2.764163166E-2,-3.756818548E-2
1.429307456E0,6.643154472E-2,-2.764163166E-2,-3.268126398E-2
1.431426310E0,7.498364896E-2,-3.008509055E-2,-2.901607752E-2
1.433545112E0,7.987056673E-2,-3.252854943E-2,-2.412915789E-2
1.435663967E0,8.720094711E-2,-3.497200832E-2,-2.168569900E-2
1.437782821E0,9.575305134E-2,-3.863719851E-2,-1.924224012E-2
1.439901623E0,1.043051630E-1,-4.230238497E-2,-1.679878123E-2
1.442020477E0,1.091920808E-1,-4.718930274E-2,-1.679878123E-2
1.444139331E0,1.153007299E-1,-5.329795182E-2,-1.435532235E-2
1.446258185E0,1.238528341E-1,-5.818486959E-2,-1.313359290E-2
1.448377040E0,1.275180280E-1,-6.551524997E-2,-1.313359290E-2
1.450495894E0,1.360701323E-1,-7.284562290E-2,-1.191186346E-2
1.452614696E0,1.458439678E-1,-8.017600328E-2,-1.069013402E-2
1.454733550E0,1.531743407E-1,-8.506292105E-2,-1.069013402E-2
1.456852404E0,1.617264450E-1,-8.872810751E-2,-9.468403645E-3
1.458971258E0,1.715002805E-1,-9.483675659E-2,-1.069013402E-2
1.461090060E0,1.824958473E-1,-9.605848789E-2,-1.191186346E-2
1.463208915E0,1.934914142E-1,-9.728021920E-2,-1.191186346E-2
1.465327769E0,2.057087123E-1,-9.605848789E-2,-1.435532235E-2
1.467446623E0,2.203694731E-1,-9.239330143E-2,-1.557705179E-2
1.469565477E0,2.338084877E-1,-8.628465235E-2,-1.802051067E-2
1.471684279E0,2.472475171E-1,-8.384118974E-2,-2.168569900E-2
1.473803133E0,2.582430840E-1,-7.773254067E-2,-2.535088919E-2
1.475921987E0,2.704603672E-1,-7.284562290E-2,-3.023780696E-2
1.478040842E0,2.802342176E-1,-6.918043643E-2,-3.268126398E-2
1.480159644E0,2.900080681E-1,-6.673697382E-2,-3.756818548E-2
1.482278498E0,3.010036349E-1,-6.673697382E-2,-3.878991306E-2
1.484397352E0,3.083339930E-1,-6.673697382E-2,-4.245510325E-2
1.486516206E0,3.144426346E-1,-6.673697382E-2,-4.245510325E-2
1.488635060E0,3.205513060E-1,-6.551524997E-2,-4.245510325E-2
1.490753862E0,3.242164850E-1,-7.040216774E-2,-4.245510325E-2
1.492872717E0,3.278816640E-1,-7.651081681E-2,-4.001164436E-2
1.494991571E0,3.291034102E-1,-7.773254067E-2,-3.878991306E-2
1.497110425E0,3.291034102E-1,-8.261945844E-2,-3.390299529E-2
1.499229227E0,3.291034102E-1,-8.628465235E-2,-2.901607752E-2
1.501348081E0,3.291034102E-1,-8.994983882E-2,-2.535088919E-2
1.503466935E0,3.278816640E-1,-9.239330143E-2,-1.924224012E-2
1.505585790E0,3.291034102E-1,-9.361502528E-2,-1.313359290E-2
1.507704592E0,3.278816640E-1,-9.605848789E-2,-8.246674202E-3
1.509823446E0,3.254382014E-1,-9.728021920E-2,-4.581485875E-3
1.511942300E0,3.254382014E-1,-9.728021920E-2,3.054323897E-4
1.514061154E0,3.266599476E-1,-9.850194305E-2,3.970621154E-3
1.516180008E0,3.242164850E-1,-9.605848789E-2,7.635809947E-3
1.518298810E0,3.254382014E-1,-9.483675659E-2,1.252272818E-2
1.520417665E0,3.254382014E-1,-9.605848789E-2,1.496618707E-2
1.522536519E0,3.266599476E-1,-9.483675659E-2,1.985310577E-2
1.524655373E0,3.278816640E-1,-9.483675659E-2,2.107483521E-2
1.526774175E0,3.278816640E-1,-9.728021920E-2,2.474002354E-2
1.528893029E0,3.254382014E-1,-9.605848789E-2,2.840521187E-2
1.531011883E0,3.229947388E-1,-9.972367436E-2,3.084867075E-2
1.533130737E0,3.242164850E-1,-1.021671370E-1,3.695731983E-2
1.535249540E0,3.205513060E-1,-9.605848789E-2,4.306596518E-2
1.537368394E0,3.181078434E-1,-8.506292105E-2,5.161807314E-2
1.539487248E0,3.132209182E-1,-8.750637621E-2,6.383536756E-2
1.541606102E0,3.119991720E-1,-9.850194305E-2,7.605266571E-2
1.543724956E0,3.095557392E-1,-1.094975099E-1,8.704823256E-2
1.545843810E0,3.083339930E-1,-1.180496216E-1,9.926552325E-2
1.547962612E0,3.058905303E-1,-1.253799945E-1,1.114828214E-1
1.550081467E0,3.071122766E-1,-1.351538301E-1,1.237001196E-1
1.552200321E0,3.095557392E-1,-1.412624866E-1,1.359174103E-1
1.554319175E0,3.095557392E-1,-1.485928595E-1,1.469129771E-1
1.556437977E0,3.156643808E-1,-1.571449637E-1,1.554650813E-1
1.558556831E0,3.205513060E-1,-1.693622619E-1,1.627954692E-1
1.560675685E0,3.217730224E-1,-1.815795600E-1,1.701258421E-1
1.562794540E0,3.266599476E-1,-1.925751269E-1,1.750127524E-1
1.564913342E0,3.303251266E-1,-2.047924101E-1,1.774562150E-1
1.567032196E0,3.352120519E-1,-2.218966335E-1,1.786779463E-1
1.569151050E0,3.400989771E-1,-2.377791107E-1,1.786779463E-1
1.571269904E0,3.425424397E-1,-2.561050653E-1,1.774562150E-1
1.573388758E0,3.474293351E-1,-2.744309902E-1,1.762344837E-1
