"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
1.068682915E2,1.224512142E-3,-9.678558707E-1,2.515000403E-1,-1.115261577E-3,1.798596812E2,-1.798320496E2,-8.840141960E-2,-2.913275962E1
1.068732915E2,1.195788970E-3,-9.678568244E-1,2.514965236E-1,-1.111828489E-3,1.798629726E2,-1.798353345E2,-8.884906179E-2,-2.913234022E1
1.068782915E2,1.150966856E-3,-9.678567052E-1,2.514971495E-1,-1.121296664E-3,1.798681089E2,-1.798400328E2,-9.119081068E-2,-2.913241269E1
1.068832915E2,1.109748512E-3,-9.678550363E-1,2.515036762E-1,-1.139349304E-3,1.798728322E2,-1.798440833E2,-9.437984302E-2,-2.913318577E1
1.068882915E2,1.103629269E-3,-9.678571224E-1,2.514956892E-1,-1.136185718E-3,1.798735334E2,-1.798448539E2,-9.420661519E-2,-2.913223895E1
1.068932915E2,1.108025070E-3,-9.678574204E-1,2.514945269E-1,-1.135310042E-3,1.798730297E2,-1.798443918E2,-9.398299770E-2,-2.913210153E1
1.068982915E2,1.106289032E-3,-9.678550363E-1,2.515036762E-1,-1.142708701E-3,1.798732286E2,-1.798443702E2,-9.485213063E-2,-2.913318618E1
1.069032915E2,1.161590656E-3,-9.678524137E-1,2.515134811E-1,-1.151041011E-3,1.798668915E2,-1.798379957E2,-9.418079489E-2,-2.913435354E1
1.069082915E2,1.132622740E-3,-9.678452611E-1,2.515409887E-1,-1.182687585E-3,1.798702110E2,-1.798402935E2,-9.852100441E-2,-2.913761465E1
1.069132915E2,1.158147109E-3,-9.678401947E-1,2.515602410E-1,-1.208871487E-3,1.798672861E2,-1.798367059E2,-1.006859995E-1,-2.913990208E1
1.069182915E2,1.155316536E-3,-9.678378701E-1,2.515691221E-1,-1.224426902E-3,1.798676104E2,-1.798365705E2,-1.024912903E-1,-2.914095675E1
1.069232915E2,1.079313173E-3,-9.678371549E-1,2.515721321E-1,-1.240600948E-3,1.798763198E2,-1.798445332E2,-1.064756245E-1,-2.914130949E1
1.069282915E2,1.100855974E-3,-9.678380489E-1,2.515686154E-1,-1.237286255E-3,1.798738512E2,-1.798422399E2,-1.054875372E-1,-2.914089446E1
1.069332915E2,1.069696090E-3,-9.678439498E-1,2.515461743E-1,-1.211113995E-3,1.798774218E2,-1.798464526E2,-1.034867070E-1,-2.913822893E1
1.069382915E2,1.105414125E-3,-9.678425789E-1,2.515513003E-1,-1.209907001E-3,1.798733288E2,-1.798425255E2,-1.023224271E-1,-2.913883890E1
1.069432915E2,1.108292275E-3,-9.678345919E-1,2.515818477E-1,-1.244347543E-3,1.798729990E2,-1.798412101E2,-1.060541333E-1,-2.914246340E1
1.069482915E2,1.168066263E-3,-9.678269625E-1,2.516107857E-1,-1.272337744E-3,1.798661494E2,-1.798337707E2,-1.074301885E-1,-2.914590163E1
1.069532915E2,1.206413620E-3,-9.678189158E-1,2.516413629E-1,-1.309647225E-3,1.798617551E2,-1.798284385E2,-1.104569107E-1,-2.914953433E1
1.069582915E2,1.180932144E-3,-9.678106308E-1,2.516731024E-1,-1.355674001E-3,1.798646751E2,-1.798299335E2,-1.162906712E-1,-2.915330050E1
1.069632915E2,1.118855372E-3,-9.678050876E-1,2.516945004E-1,-1.392511535E-3,1.798717886E2,-1.798357529E2,-1.221627163E-1,-2.915583599E1
1.069682915E2,1.118624685E-3,-9.678073525E-1,2.516857982E-1,-1.391417696E-3,1.798718150E2,-1.798358111E2,-1.220495370E-1,-2.915480533E1
1.069732915E2,1.113874935E-3,-9.678113461E-1,2.516705692E-1,-1.371983788E-3,1.798723593E2,-1.798369003E2,-1.200338220E-1,-2.915299719E1
1.069782915E2,1.088139138E-3,-9.678164124E-1,2.516513467E-1,-1.344418153E-3,1.798753084E2,-1.798405518E2,-1.177220855E-1,-2.915071220E1
1.069832915E2,1.191303681E-3,-9.678211212E-1,2.516329885E-1,-1.302784076E-3,1.798634866E2,-1.798303131E2,-1.101329426E-1,-2.914853969E1
1.069882915E2,1.239076603E-3,-9.678251743E-1,2.516173422E-1,-1.268742024E-3,1.798580122E2,-1.798259982E2,-1.049828072E-1,-2.914668391E1
1.069932915E2,1.260296493E-3,-9.678247571E-1,2.516188622E-1,-1.264677034E-3,1.798555806E2,-1.798237619E2,-1.039198615E-1,-2.914686492E1
1.069982915E2,1.223523090E-3,-9.678142667E-1,2.516590655E-1,-1.327764243E-3,1.798597945E2,-1.798260165E2,-1.119696035E-1,-2.915163632E1
1.070032915E2,1.127088436E-3,-9.678035975E-1,2.517001629E-1,-1.398011576E-3,1.798708452E2,-1.798346804E2,-1.225342558E-1,-2.915650863E1
1.070082915E2,1.092905147E-3,-9.677978158E-1,2.517223060E-1,-1.440120512E-3,1.798747623E2,-1.798372540E2,-1.281864512E-1,-2.915913639E1
1.070132915E2,1.079802333E-3,-9.678013921E-1,2.517087162E-1,-1.421875553E-3,1.798762637E2,-1.798392352E2,-1.265432728E-1,-2.915752157E1
1.070182915E2,1.154611159E-3,-9.678077698E-1,2.516841292E-1,-1.373581123E-3,1.798676913E2,-1.798323347E2,-1.190338069E-1,-2.915460750E1
1.070232915E2,1.221540056E-3,-9.678167701E-1,2.516495585E-1,-1.306553720E-3,1.798600218E2,-1.798268492E2,-1.096761736E-1,-2.915050549E1
1.070282915E2,1.299469821E-3,-9.678216577E-1,2.516306043E-1,-1.260691555E-3,1.798510917E2,-1.798195310E2,-1.023461548E-1,-2.914825790E1
1.070332915E2,1.355891483E-3,-9.678186178E-1,2.516419590E-1,-1.268484397E-3,1.798446262E2,-1.798130477E2,-1.015813022E-1,-2.914960939E1
1.070382915E2,1.291841374E-3,-9.678022265E-1,2.517048419E-1,-1.361628296E-3,1.798519658E2,-1.798174578E2,-1.137464256E-1,-2.915707150E1
1.070432915E2,1.245375910E-3,-9.677789807E-1,2.517936528E-1,-1.499971841E-3,1.798572904E2,-1.798186086E2,-1.304125799E-1,-2.916761656E1
1.070482915E2,1.173459122E-3,-9.677594304E-1,2.518683970E-1,-1.618160401E-3,1.798655315E2,-1.798231626E2,-1.455810226E-1,-2.917648800E1
1.070532915E2,1.159542193E-3,-9.677538276E-1,2.518897653E-1,-1.652524690E-3,1.798671262E2,-1.798237108E2,-1.497897054E-1,-2.917902517E1
1.070582915E2,1.201051610E-3,-9.677647948E-1,2.518478930E-1,-1.580557204E-3,1.798623696E2,-1.798211910E2,-1.406183425E-1,-2.917405409E1
1.070632915E2,1.325372976E-3,-9.677887559E-1,2.517560720E-1,-1.430923119E-3,1.798481234E2,-1.798117339E2,-1.204542219E-1,-2.916315829E1
1.070682915E2,1.421767327E-3,-9.678064585E-1,2.516881227E-1,-1.313918619E-3,1.798370774E2,-1.798044266E2,-1.047111866E-1,-2.915509276E1
1.070732915E2,1.458647038E-3,-9.678111672E-1,2.516699731E-1,-1.281224540E-3,1.798328513E2,-1.798012814E2,-1.000253906E-1,-2.915293886E1
1.070782915E2,1.390809289E-3,-9.678016305E-1,2.517067194E-1,-1.340547111E-3,1.798406249E2,-1.798070899E2,-1.085535239E-1,-2.915729846E1
1.070832915E2,1.280399935E-3,-9.677814841E-1,2.517840266E-1,-1.470882213E-3,1.798532769E2,-1.798155650E2,-1.261778210E-1,-2.916647344E1
1.070882915E2,1.191168566E-3,-9.677610397E-1,2.518622279E-1,-1.602884731E-3,1.798635021E2,-1.798216405E2,-1.433769966E-1,-2.917575592E1
1.070932915E2,1.165711184E-3,-9.677495956E-1,2.519058585E-1,-1.673229504E-3,1.798664193E2,-1.798224265E2,-1.519047768E-1,-2.918093698E1
1.070982915E2,1.169801229E-3,-9.677539468E-1,2.518893182E-1,-1.643598895E-3,1.798659506E2,-1.798228309E2,-1.485038233E-1,-2.917897132E1
1.071032915E2,1.261908683E-3,-9.677680731E-1,2.518351972E-1,-1.548468834E-3,1.798553959E2,-1.798153699E2,-1.353059056E-1,-2.917255013E1
1.071082915E2,1.355577867E-3,-9.677931666E-1,2.517391741E-1,-1.391843427E-3,1.798446622E2,-1.798095137E2,-1.152522004E-1,-2.916115073E1
1.071132915E2,1.431404066E-3,-9.678085446E-1,2.516801357E-1,-1.296646777E-3,1.798359731E2,-1.798038569E2,-1.025193770E-1,-2.915414358E1
1.071182915E2,1.385979026E-3,-9.678117037E-1,2.516682744E-1,-1.290324610E-3,1.798411785E2,-1.798090783E2,-1.031306608E-1,-2.915273336E1
1.071232915E2,1.301942163E-3,-9.677996635E-1,2.517145574E-1,-1.377599197E-3,1.798508084E2,-1.798158758E2,-1.152244393E-1,-2.915822684E1
1.071282915E2,1.187571544E-3,-9.677825570E-1,2.517801821E-1,-1.500636456E-3,1.798639143E2,-1.798250017E2,-1.321565920E-1,-2.916601487E1
1.071332915E2,1.089283176E-3,-9.677653909E-1,2.518459558E-1,-1.605058671E-3,1.798751773E2,-1.798328791E2,-1.465614655E-1,-2.917381639E1
1.071382915E2,1.093864881E-3,-9.677617550E-1,2.518597841E-1,-1.624247176E-3,1.798746523E2,-1.798318151E2,-1.485547985E-1,-2.917545913E1
1.071432915E2,1.178245502E-3,-9.677678347E-1,2.518363893E-1,-1.569379237E-3,1.798649830E2,-1.798240444E2,-1.400390063E-1,-2.917268623E1
1.071482915E2,1.311224654E-3,-9.677794576E-1,2.517915964E-1,-1.481274143E-3,1.798497447E2,-1.798118457E2,-1.264394362E-1,-2.916737593E1
1.071532915E2,1.407600324E-3,-9.677897692E-1,2.517518997E-1,-1.400833251E-3,1.798387008E2,-1.798034834E2,-1.147458798E-1,-2.916266522E1
1.071582915E2,1.414349439E-3,-9.677983522E-1,2.517191172E-1,-1.354646869E-3,1.798379274E2,-1.798040711E2,-1.094357177E-1,-2.915877233E1
1.071632915E2,1.346182680E-3,-9.677968621E-1,2.517250776E-1,-1.380849397E-3,1.798457388E2,-1.798108744E2,-1.143067343E-1,-2.915947788E1
1.071682915E2,1.211718555E-3,-9.677867293E-1,2.517642379E-1,-1.465190784E-3,1.798611472E2,-1.798233486E2,-1.275318930E-1,-2.916412105E1
1.071732915E2,1.135179471E-3,-9.677763581E-1,2.518039942E-1,-1.542897429E-3,1.798699180E2,-1.798295893E2,-1.383507556E-1,-2.916883840E1
1.071782915E2,1.124785805E-3,-9.677690268E-1,2.518319488E-1,-1.585967606E-3,1.798711090E2,-1.798294950E2,-1.434221802E-1,-2.917215775E1
1.071832915E2,1.179687250E-3,-9.677753448E-1,2.518077493E-1,-1.532203634E-3,1.798648178E2,-1.798249614E2,-1.358798770E-1,-2.916928589E1
1.071882915E2,1.368573502E-3,-9.677851200E-1,2.517697811E-1,-1.437293133E-3,1.798431730E2,-1.798067575E2,-1.199116119E-1,-2.916478784E1
1.071932915E2,1.470937385E-3,-9.677994847E-1,2.517145574E-1,-1.332399435E-3,1.798314429E2,-1.797984376E2,-1.053371048E-1,-2.915823215E1
1.071982915E2,1.513883565E-3,-9.678047895E-1,2.516941130E-1,-1.292658853E-3,1.798265217E2,-1.797948232E2,-9.969537683E-2,-2.915580503E1
1.072032915E2,1.445666056E-3,-9.678033590E-1,2.516998649E-1,-1.321485499E-3,1.798343388E2,-1.798015567E2,-1.048586865E-1,-2.915648726E1
1.072082915E2,1.325464463E-3,-9.677887559E-1,2.517561018E-1,-1.425585011E-3,1.798481129E2,-1.798118778E2,-1.198595783E-1,-2.916316046E1
1.072132915E2,1.219395075E-3,-9.677776098E-1,2.517989576E-1,-1.515240991E-3,1.798602676E2,-1.798210485E2,-1.328545812E-1,-2.916824546E1
1.072182915E2,1.169368027E-3,-9.677741528E-1,2.518123388E-1,-1.538781915E-3,1.798660003E2,-1.798259154E2,-1.369063404E-1,-2.916982970E1
1.072232915E2,1.256313183E-3,-9.677799940E-1,2.517897487E-1,-1.492425799E-3,1.798560371E2,-1.798176139E2,-1.292608837E-1,-2.916715366E1
1.072282915E2,1.377408566E-3,-9.677929878E-1,2.517397702E-1,-1.386931166E-3,1.798421606E2,-1.798072342E2,-1.140775470E-1,-2.916122231E1
1.072332915E2,1.504513497E-3,-9.678092003E-1,2.516773045E-1,-1.273842878E-3,1.798275954E2,-1.797964068E2,-9.788243332E-2,-2.915380910E1
1.072382915E2,1.550627844E-3,-9.678219557E-1,2.516283393E-1,-1.198549639E-3,1.798223111E2,-1.797934686E2,-8.821270247E-2,-2.914799592E1
1.072432915E2,1.491642647E-3,-9.678222537E-1,2.516274750E-1,-1.214104937E-3,1.798290703E2,-1.797995618E2,-9.163885196E-2,-2.914789278E1
1.072482915E2,1.383047196E-3,-9.678174853E-1,2.516461611E-1,-1.269598026E-3,1.798415144E2,-1.798100035E2,-1.009209128E-1,-2.915010968E1
1.072532915E2,1.235287306E-3,-9.678149223E-1,2.516565621E-1,-1.313366811E-3,1.798584465E2,-1.798251273E2,-1.100340730E-1,-2.915133769E1
1.072582915E2,1.209718965E-3,-9.678205252E-1,2.516352236E-1,-1.296869712E-3,1.798613764E2,-1.798284411E2,-1.089456096E-1,-2.914880479E1
1.072632915E2,1.264894949E-3,-9.678227305E-1,2.516265810E-1,-1.275165123E-3,1.798550537E2,-1.798229486E2,-1.049490360E-1,-2.914778173E1
1.072682915E2,1.349346747E-3,-9.678278565E-1,2.516066730E-1,-1.225344022E-3,1.798453762E2,-1.798150211E2,-9.699233949E-2,-2.914542046E1
1.072732915E2,1.431445515E-3,-9.678286314E-1,2.516033947E-1,-1.192877186E-3,1.798359684E2,-1.798068523E2,-9.102517202E-2,-2.914503140E1
1.072782915E2,1.504881323E-3,-9.678288698E-1,2.516021430E-1,-1.172897639E-3,1.798275532E2,-1.797992841E2,-8.669230956E-2,-2.914488413E1
1.072832915E2,1.518877320E-3,-9.678232670E-1,2.516234815E-1,-1.200187369E-3,1.798259494E2,-1.797969431E2,-8.931087084E-2,-2.914741863E1
1.072882915E2,1.431543851E-3,-9.678211212E-1,2.516320944E-1,-1.231700880E-3,1.798359571E2,-1.798057192E2,-9.532231611E-2,-2.914843906E1
1.072932915E2,1.341741014E-3,-9.678267241E-1,2.516110539E-1,-1.228606678E-3,1.798462478E2,-1.798157701E2,-9.757264034E-2,-2.914593928E1
1.072982915E2,1.263424592E-3,-9.678321481E-1,2.515906394E-1,-1.219467376E-3,1.798552222E2,-1.798247214E2,-9.882082205E-2,-2.914351309E1
1.073032915E2,1.265440163E-3,-9.678376913E-1,2.515694499E-1,-1.189042814E-3,1.798549912E2,-1.798253771E2,-9.539228772E-2,-2.914099746E1
1.073082915E2,1.327447494E-3,-9.678398371E-1,2.515610158E-1,-1.158862608E-3,1.798478857E2,-1.798193710E2,-9.025915105E-2,-2.913999712E1
1.073132915E2,1.433205335E-3,-9.678385854E-1,2.515653372E-1,-1.140047098E-3,1.798357667E2,-1.798081837E2,-8.512285683E-2,-2.914051268E1
1.073182915E2,1.519659924E-3,-9.678333402E-1,2.515849769E-1,-1.147033297E-3,1.798258597E2,-1.797983923E2,-8.340130858E-2,-2.914284631E1
1.073232915E2,1.492359743E-3,-9.678326845E-1,2.515876293E-1,-1.154303784E-3,1.798289881E2,-1.798012102E2,-8.499415809E-2,-2.914316009E1
1.073282915E2,1.425856327E-3,-9.678326249E-1,2.515881658E-1,-1.171297859E-3,1.798366088E2,-1.798080958E2,-8.879608398E-2,-2.914322256E1
1.073332915E2,1.329746009E-3,-9.678396583E-1,2.515616715E-1,-1.163231907E-3,1.798476223E2,-1.798189900E2,-9.067735185E-2,-2.914007595E1
1.073382915E2,1.258386858E-3,-9.678468704E-1,2.515343726E-1,-1.145116985E-3,1.798557994E2,-1.798274290E2,-9.073023571E-2,-2.913683382E1
1.073432915E2,1.266213876E-3,-9.678558707E-1,2.514998913E-1,-1.102222130E-3,1.798549025E2,-1.798278004E2,-8.575342280E-2,-2.913274239E1
1.073482915E2,1.296526187E-3,-9.678634405E-1,2.514708340E-1,-1.048415899E-3,1.798514290E2,-1.798259916E2,-7.891750107E-2,-2.912929251E1
1.073532915E2,1.370078626E-3,-9.678702354E-1,2.514445186E-1,-9.921244346E-4,1.798430005E2,-1.798194580E2,-7.055964993E-2,-2.912616941E1
1.073582915E2,1.471617572E-3,-9.678734541E-1,2.514317036E-1,-9.537521400E-4,1.798313650E2,-1.798093028E2,-6.338061169E-2,-2.912464966E1
1.073632915E2,1.497966627E-3,-9.678723812E-1,2.514356673E-1,-9.565602522E-4,1.798283456E2,-1.798062992E2,-6.293209382E-2,-2.912512109E1
1.073682915E2,1.438478634E-3,-9.678646326E-1,2.514656186E-1,-1.013106899E-3,1.798351624E2,-1.798112656E2,-7.091184366E-2,-2.912867668E1
1.073732915E2,1.328610156E-3,-9.678571224E-1,2.514948547E-1,-1.078628120E-3,1.798477524E2,-1.798215605E2,-8.133932643E-2,-2.913214551E1
1.073782915E2,1.267488511E-3,-9.678516984E-1,2.515158355E-1,-1.125993207E-3,1.798547565E2,-1.798269725E2,-8.835024231E-2,-2.913463553E1
1.073832915E2,1.230497931E-3,-9.678555131E-1,2.515014112E-1,-1.109869103E-3,1.798589953E2,-1.798315410E2,-8.763060166E-2,-2.913292123E1
1.073882915E2,1.288771945E-3,-9.678666592E-1,2.514585257E-1,-1.038758317E-3,1.798523176E2,-1.798271309E2,-7.807203814E-2,-2.912783259E1
1.073932915E2,1.383917923E-3,-9.678833485E-1,2.513942122E-1,-9.265984409E-4,1.798414146E2,-1.798198144E2,-6.290278527E-2,-2.912019984E1
1.073982915E2,1.463157798E-3,-9.678947926E-1,2.513499856E-1,-8.452513721E-4,1.798323344E2,-1.798133716E2,-5.160628236E-2,-2.911495005E1
1.074032915E2,1.477193036E-3,-9.678975344E-1,2.513394058E-1,-8.270217804E-4,1.798307261E2,-1.798123405E2,-4.918219006E-2,-2.911369414E1
1.074082915E2,1.397780363E-3,-9.678912759E-1,2.513637841E-1,-8.788263658E-4,1.798398261E2,-1.798196549E2,-5.721064877E-2,-2.911658776E1
1.074132915E2,1.320877811E-3,-9.678766131E-1,2.514202893E-1,-9.773216443E-4,1.798486385E2,-1.798253431E2,-7.033990121E-2,-2.912329441E1
1.074182915E2,1.216921262E-3,-9.678704143E-1,2.514444292E-1,-1.038919319E-3,1.798605511E2,-1.798350963E2,-8.016268879E-2,-2.912615853E1
1.074232915E2,1.164307143E-3,-9.678680897E-1,2.514535487E-1,-1.057467423E-3,1.798665802E2,-1.798403965E2,-8.373435229E-2,-2.912723822E1
1.074282915E2,1.217412910E-3,-9.678842425E-1,2.513915002E-1,-9.615449817E-4,1.798604947E2,-1.798372752E2,-7.157585196E-2,-2.911987602E1
1.074332915E2,1.337941346E-3,-9.679026604E-1,2.513203919E-1,-8.429593290E-4,1.798466832E2,-1.798273274E2,-5.496392233E-2,-2.911143989E1
1.074382915E2,1.385918642E-3,-9.679166675E-1,2.512664497E-1,-7.585118292E-4,1.798411854E2,-1.798244406E2,-4.422562941E-2,-2.910503850E1
1.074432915E2,1.396399985E-3,-9.679152966E-1,2.512716651E-1,-7.609747117E-4,1.798399843E2,-1.798232069E2,-4.419605668E-2,-2.910565687E1
1.074482915E2,1.313119172E-3,-9.679048657E-1,2.513120770E-1,-8.285666117E-4,1.798495276E2,-1.798304955E2,-5.408389484E-2,-2.911045132E1
1.074532915E2,1.274596819E-3,-9.678899050E-1,2.513695657E-1,-9.212360019E-4,1.798539419E2,-1.798320955E2,-6.546160860E-2,-2.911727438E1
1.074582915E2,1.187617268E-3,-9.678797722E-1,2.514087260E-1,-9.943140903E-4,1.798639091E2,-1.798396345E2,-7.606580193E-2,-2.912192014E1
1.074632915E2,1.174446040E-3,-9.678885937E-1,2.513749897E-1,-9.515471756E-4,1.798654184E2,-1.798423299E2,-7.170743962E-2,-2.911791649E1
1.074682915E2,1.210421793E-3,-9.679104090E-1,2.512912452E-1,-8.277404122E-4,1.798612958E2,-1.798419111E2,-5.695317861E-2,-2.910797972E1
1.074732915E2,1.260196573E-3,-9.679358006E-1,2.511936128E-1,-6.832240615E-4,1.798555921E2,-1.798405558E2,-3.950701287E-2,-2.909639608E1
1.074782915E2,1.335066747E-3,-9.679498076E-1,2.511394620E-1,-5.984214367E-4,1.798470126E2,-1.798346940E2,-2.795506687E-2,-2.908997198E1
1.074832915E2,1.324124080E-3,-9.679501653E-1,2.511381507E-1,-5.945694284E-4,1.798482665E2,-1.798360186E2,-2.784294288E-2,-2.908981575E1
1.074882915E2,1.334021690E-3,-9.679334164E-1,2.512024045E-1,-6.883610622E-4,1.798471323E2,-1.798322191E2,-3.795023116E-2,-2.909744046E1
1.074932915E2,1.217335293E-3,-9.679160118E-1,2.512697279E-1,-7.974925102E-4,1.798605036E2,-1.798420165E2,-5.340268365E-2,-2.910542685E1
1.074982915E2,1.203365466E-3,-9.679052830E-1,2.513108850E-1,-8.684506174E-4,1.798621044E2,-1.798415202E2,-6.166850224E-2,-2.911031237E1
1.075032915E2,1.129546096E-3,-9.679080844E-1,2.513004541E-1,-8.637374267E-4,1.798705635E2,-1.798498442E2,-6.327323087E-2,-2.910907240E1
1.075082915E2,1.195281921E-3,-9.679170847E-1,2.512656748E-1,-8.056744118E-4,1.798630307E2,-1.798442272E2,-5.494582553E-2,-2.910494748E1
1.075132915E2,1.242155465E-3,-9.679371119E-1,2.511886358E-1,-6.883140886E-4,1.798576594E2,-1.798424106E2,-4.059170423E-2,-2.909580716E1
1.075182915E2,1.318699295E-3,-9.679509401E-1,2.511352003E-1,-5.913702771E-4,1.798488881E2,-1.798367125E2,-2.764471097E-2,-2.908946574E1
1.075232915E2,1.368848169E-3,-9.679618478E-1,2.510930300E-1,-5.270582624E-4,1.798431415E2,-1.798330016E2,-1.907537597E-2,-2.908446275E1
1.075282915E2,1.377072469E-3,-9.679656029E-1,2.510785460E-1,-5.089573096E-4,1.798421991E2,-1.798326105E2,-1.683347914E-2,-2.908274493E1
1.075332915E2,1.306215857E-3,-9.679645300E-1,2.510830164E-1,-5.304308143E-4,1.798503186E2,-1.798398520E2,-2.125325068E-2,-2.908327677E1
1.075382915E2,1.253848289E-3,-9.679588675E-1,2.511050105E-1,-5.764486268E-4,1.798563195E2,-1.798443360E2,-2.786075826E-2,-2.908588744E1
1.075432915E2,1.196284626E-3,-9.679545760E-1,2.511217594E-1,-6.079656887E-4,1.798629158E2,-1.798498135E2,-3.301040029E-2,-2.908787413E1
1.075482915E2,1.218427240E-3,-9.679578543E-1,2.511090636E-1,-5.881797988E-4,1.798603785E2,-1.798479272E2,-3.018056846E-2,-2.908636837E1
1.075532915E2,1.278906015E-3,-9.679567218E-1,2.511131465E-1,-5.803345121E-4,1.798534481E2,-1.798414446E2,-2.756942134E-2,-2.908685193E1
1.075582915E2,1.314625445E-3,-9.679608941E-1,2.510969639E-1,-5.421871901E-4,1.798493550E2,-1.798385807E2,-2.231298698E-2,-2.908493018E1
1.075632915E2,1.391684866E-3,-9.679662585E-1,2.510759532E-1,-5.012691254E-4,1.798405246E2,-1.798312109E2,-1.556073124E-2,-2.908243680E1
1.075682915E2,1.368528612E-3,-9.679743648E-1,2.510448992E-1,-4.635457590E-4,1.798431781E2,-1.798348651E2,-1.204795997E-2,-2.907875348E1
1.075732915E2,1.323309350E-3,-9.679771662E-1,2.510343492E-1,-4.584045382E-4,1.798483599E2,-1.798400290E2,-1.278028488E-2,-2.907750314E1
1.075782915E2,1.246907784E-3,-9.679824114E-1,2.510145307E-1,-4.492986191E-4,1.798571149E2,-1.798487659E2,-1.397113922E-2,-2.907515453E1
1.075832915E2,1.221621621E-3,-9.679852128E-1,2.510038614E-1,-4.438289616E-4,1.798600124E2,-1.798517282E2,-1.409340146E-2,-2.907389029E1
1.075882915E2,1.214915467E-3,-9.679899216E-1,2.509857714E-1,-4.222150601E-4,1.798607809E2,-1.798530939E2,-1.189155890E-2,-2.907174526E1
1.075932915E2,1.248683604E-3,-9.680004120E-1,2.509452403E-1,-3.599624033E-4,1.798569114E2,-1.798511389E2,-4.021309743E-3,-2.906693766E1
1.075982915E2,1.268256300E-3,-9.680029750E-1,2.509352863E-1,-3.376981476E-4,1.798546685E2,-1.798496080E2,-9.903637258E-4,-2.906575589E1
1.076032915E2,1.299625186E-3,-9.679976106E-1,2.509557903E-1,-3.580940829E-4,1.798510739E2,-1.798455419E2,-2.347494144E-3,-2.906818642E1
1.076082915E2,1.329020452E-3,-9.679844379E-1,2.510063350E-1,-4.258938425E-4,1.798477054E2,-1.798403310E2,-9.014466362E-3,-2.907418128E1
1.076132915E2,1.290433486E-3,-9.679707885E-1,2.510590255E-1,-5.031251931E-4,1.798521272E2,-1.798423887E2,-1.868249431E-2,-2.908043161E1
1.076182915E2,1.283103810E-3,-9.679629207E-1,2.510893047E-1,-5.467479932E-4,1.798529671E2,-1.798419460E2,-2.372711587E-2,-2.908402360E1
1.076232915E2,1.260195745E-3,-9.679671526E-1,2.510731518E-1,-5.251995171E-4,1.798555922E2,-1.798451074E2,-2.199866507E-2,-2.908210716E1
1.076282915E2,1.308109707E-3,-9.679868817E-1,2.509970367E-1,-4.161874822E-4,1.798501016E2,-1.798429297E2,-8.540779705E-3,-2.907307873E1
1.076332915E2,1.303555433E-3,-9.680168033E-1,2.508818507E-1,-2.575270191E-4,1.798506235E2,-1.798479973E2,8.909255142E-3,-2.905941779E1
1.076382915E2,1.308551524E-3,-9.680410624E-1,2.507883012E-1,-1.313539688E-4,1.798500510E2,-1.798510682E2,2.303443702E-2,-2.904832510E1
1.076432915E2,1.276684229E-3,-9.680546522E-1,2.507360280E-1,-6.847595796E-5,1.798537027E2,-1.798564086E2,2.908589007E-2,-2.904212940E1
1.076482915E2,1.262725113E-3,-9.680472016E-1,2.507648468E-1,-1.119974113E-4,1.798553023E2,-1.798567074E2,2.386120495E-2,-2.904554698E1
1.076532915E2,1.241002023E-3,-9.680227041E-1,2.508594096E-1,-2.466645674E-4,1.798577916E2,-1.798552482E2,8.312486978E-3,-2.905676014E1
1.076582915E2,1.239039709E-3,-9.679962993E-1,2.509611249E-1,-3.783870779E-4,1.798580165E2,-1.798516787E2,-6.339948985E-3,-2.906882091E1
1.076632915E2,1.245878035E-3,-9.679798484E-1,2.510243952E-1,-4.625034635E-4,1.798572329E2,-1.798485001E2,-1.546393081E-2,-2.907632446E1
1.076682915E2,1.283782351E-3,-9.679844975E-1,2.510063350E-1,-4.291748628E-4,1.798528893E2,-1.798452546E2,-1.067960232E-2,-2.907418142E1
1.076732915E2,1.332330265E-3,-9.680081010E-1,2.509152293E-1,-2.983548911E-4,1.798473262E2,-1.798436318E2,5.212999474E-3,-2.906337525E1
1.076782915E2,1.338620821E-3,-9.680432081E-1,2.507798672E-1,-1.162916451E-4,1.798466053E2,-1.798481653E2,2.556810660E-2,-2.904732391E1
1.076832915E2,1.332920705E-3,-9.680665731E-1,2.506897151E-1,2.249379804E-6,1.798472585E2,-1.798522005E2,3.854024519E-2,-2.903663609E1
1.076882915E2,1.289849820E-3,-9.680727124E-1,2.506662309E-1,2.074511212E-5,1.798521941E2,-1.798575088E2,3.935126811E-2,-2.903385534E1
1.076932915E2,1.220317885E-3,-9.680579901E-1,2.507234216E-1,-6.747036241E-5,1.798601618E2,-1.798626900E2,2.757612193E-2,-2.904063845E1
1.076982915E2,1.173890475E-3,-9.680314064E-1,2.508261800E-1,-2.136244439E-4,1.798654820E2,-1.798636422E2,1.004363997E-2,-2.905282246E1
1.077032915E2,1.197276785E-3,-9.680032134E-1,2.509346902E-1,-3.558094322E-4,1.798628022E2,-1.798569606E2,-5.040469526E-3,-2.906568791E1
1.077082915E2,1.249542304E-3,-9.679874182E-1,2.509952486E-1,-4.267337208E-4,1.798568130E2,-1.798491229E2,-1.139540773E-2,-2.907286825E1
1.077132915E2,1.333203348E-3,-9.679915905E-1,2.509787977E-1,-3.826334723E-4,1.798472261E2,-1.798411114E2,-4.100110076E-3,-2.907091414E1
