"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.057776590E2,4.126875305E1,-1.745625114E1,-3.155625153E1
1.057876590E2,4.126875305E1,-1.723125076E1,-2.876250076E1
1.057976590E2,3.898125076E1,-1.745625114E1,-2.589375114E1
1.058076590E2,3.718125153E1,-1.807500076E1,-2.769375038E1
1.058176590E2,3.736875153E1,-1.811250114E1,-2.956875038E1
1.058276590E2,3.901875305E1,-1.725000000E1,-3.030000114E1
1.058376590E2,4.342500305E1,-1.734375000E1,-3.223125076E1
1.058476590E2,4.215000153E1,-1.815000153E1,-2.964375114E1
1.058576590E2,4.057500076E1,-1.591875076E1,-2.495625114E1
1.058676590E2,3.678750229E1,-1.856250000E1,-2.671875191E1
1.058776590E2,3.725625229E1,-1.666875076E1,-2.827500153E1
1.058876590E2,4.021875000E1,-1.846875000E1,-3.161250114E1
1.058976590E2,4.276875305E1,-1.704375076E1,-3.114375114E1
1.059076590E2,4.164375305E1,-1.771875000E1,-2.983125114E1
1.059176590E2,4.081875229E1,-1.576875019E1,-2.653125191E1
1.059276590E2,3.751875305E1,-1.661250114E1,-2.641875076E1
1.059376590E2,3.757500076E1,-1.790625000E1,-2.786250114E1
1.059476590E2,3.943125153E1,-1.788750076E1,-3.165000153E1
1.059576590E2,4.323750305E1,-1.515000057E1,-3.210000229E1
1.059676590E2,4.473750305E1,-1.471875095E1,-3.136875153E1
1.059776590E2,3.933750153E1,-1.711875153E1,-2.625000191E1
1.059876590E2,3.686250305E1,-1.713750076E1,-2.683125114E1
1.059976590E2,3.678750229E1,-1.723125076E1,-3.056250191E1
1.060076590E2,3.939375305E1,-1.711875153E1,-3.202500153E1
1.060176590E2,4.402500153E1,-1.509375095E1,-3.211875153E1
1.060276590E2,4.179375076E1,-1.702500153E1,-2.816250038E1
1.060376590E2,4.012500000E1,-1.462500095E1,-2.896875191E1
1.060476590E2,3.611250305E1,-1.828125000E1,-2.703750038E1
1.060576590E2,3.496875000E1,-1.920000076E1,-2.928750038E1
1.060676590E2,3.847500229E1,-1.655625153E1,-3.300000000E1
1.060776590E2,4.113750076E1,-1.717500114E1,-3.268125153E1
1.060876590E2,4.344375229E1,-1.584375095E1,-2.908125114E1
1.060976590E2,4.051875305E1,-1.597500038E1,-2.745000076E1
1.061076590E2,3.645000076E1,-1.740000153E1,-2.445000076E1
1.061176590E2,3.598125076E1,-1.770000076E1,-2.848125076E1
1.061276590E2,3.849375153E1,-1.505625057E1,-2.985000038E1
1.061376590E2,4.351875305E1,-1.683750153E1,-3.101250076E1
1.061476590E2,4.325625229E1,-1.822500038E1,-2.870625114E1
1.061576590E2,4.044375229E1,-1.623750114E1,-2.523750114E1
1.061676590E2,3.736875153E1,-1.704375076E1,-2.497500038E1
1.061776590E2,3.560625076E1,-1.906875038E1,-2.587500191E1
1.061876590E2,3.885000229E1,-1.655625153E1,-2.799375153E1
1.061976590E2,4.327500153E1,-1.509375095E1,-3.022500038E1
1.062076590E2,4.430625153E1,-1.477500057E1,-2.668125153E1
1.062176590E2,4.074375153E1,-1.719375038E1,-2.641875076E1
1.062276590E2,3.684375000E1,-1.516875076E1,-2.433750153E1
1.062376590E2,3.440625000E1,-1.743750000E1,-2.692500114E1
1.062476590E2,3.768750000E1,-1.573125076E1,-2.977500153E1
1.062576590E2,4.179375076E1,-1.548750019E1,-2.985000038E1
1.062676590E2,4.365000153E1,-1.470000076E1,-2.838750076E1
1.062776590E2,4.162500000E1,-1.571250057E1,-2.625000191E1
1.062876590E2,3.682500076E1,-1.456875038E1,-2.563125038E1
1.062976590E2,3.590625000E1,-1.610625076E1,-2.767500114E1
